Country Name,Country Code,Series Name,Series Code,2016 [YR2016],2017 [YR2017],2018 [YR2018],2019 [YR2019],2020 [YR2020],2021 [YR2021]
Equatorial Guinea,GNQ,Current health expenditure per capita (current US$),SH.XPD.CHEX.PC.CD,290.87692261,286.14675903,310.58486938,254.89109802,..,..
Equatorial Guinea,GNQ,Domestic general government health expenditure (% of GDP),SH.XPD.GHED.GD.ZS,0.69449264,0.59081894,0.61581403,0.6663335,..,..
Equatorial Guinea,GNQ,Domestic general government health expenditure per capita (current US$),SH.XPD.GHED.PC.CD,64.24285554,57.11978133,62.46933828,54.17559345,..,..
Equatorial Guinea,GNQ,Domestic private health expenditure (% of current health expenditure),SH.XPD.PVTD.CH.ZS,76.72085571,77.9371109,77.5333252,77.83176422,..,..
Equatorial Guinea,GNQ,Domestic private health expenditure per capita (current US$),SH.XPD.PVTD.PC.CD,223.1632581,223.01453565,240.80675617,198.38623422,..,..
Equatorial Guinea,GNQ,Urban population,SP.URB.TOTL,864455,904178,944327,984809,1025582,1066554
Eritrea,ERI,Current health expenditure (% of GDP),SH.XPD.CHEX.GD.ZS,3.518888,3.72767901,4.12821102,4.45876694,..,..
Eritrea,ERI,Current health expenditure per capita (current US$),SH.XPD.CHEX.PC.CD,22.65307236,20.79556274,23.97976303,25.2679348,..,..
Eritrea,ERI,Domestic general government health expenditure (% of GDP),SH.XPD.GHED.GD.ZS,0.7334801,1.00735641,0.6442942,0.78496498,..,..
Eritrea,ERI,Domestic general government health expenditure per capita (current US$),SH.XPD.GHED.PC.CD,4.72182617,5.61972812,3.74254667,4.44841462,..,..
Eritrea,ERI,Domestic private health expenditure (% of current health expenditure),SH.XPD.PVTD.CH.ZS,56.4591713,40.93974686,48.89565277,43.19562912,..,..
Eritrea,ERI,Domestic private health expenditure per capita (current US$),SH.XPD.PVTD.PC.CD,12.78973711,8.51365062,11.72506149,10.91464285,..,..
Eritrea,ERI,Urban population,SP.URB.TOTL,..,..,..,..,..,..
Estonia,EST,Current health expenditure (% of GDP),SH.XPD.CHEX.GD.ZS,6.42956781,6.59183788,6.68642807,6.7304492,..,..
Estonia,EST,Current health expenditure per capita (current US$),SH.XPD.CHEX.PC.CD,1186.1027832,1350.38061523,1552.63244629,1598.81884766,..,..
Estonia,EST,Domestic general government health expenditure (% of GDP),SH.XPD.GHED.GD.ZS,4.85010386,4.84546947,4.92211819,5.00857496,..,..
Estonia,EST,Domestic general government health expenditure per capita (current US$),SH.XPD.GHED.PC.CD,894.72911438,992.6257755,1142.94798997,1189.78740331,..,..
Estonia,EST,Domestic private health expenditure (% of current health expenditure),SH.XPD.PVTD.CH.ZS,24.41151428,26.46570587,26.36279678,25.56273651,..,..
Estonia,EST,Domestic private health expenditure per capita (current US$),SH.XPD.PVTD.PC.CD,289.60725212,357.38773862,409.31733128,408.70185533,..,..
Estonia,EST,Urban population,SP.URB.TOTL,902145,905267,910578,916207,920385,922702
Eswatini,SWZ,Current health expenditure (% of GDP),SH.XPD.CHEX.GD.ZS,6.82044792,6.98103666,7.2573719,6.78069067,..,..
Eswatini,SWZ,Current health expenditure per capita (current US$),SH.XPD.CHEX.PC.CD,233.63514709,273.38287354,298.118927,264.05514526,..,..
Eswatini,SWZ,Domestic general government health expenditure (% of GDP),SH.XPD.GHED.GD.ZS,2.84598303,3.54254961,3.51297188,3.44011402,..,..
Eswatini,SWZ,Domestic general government health expenditure per capita (current US$),SH.XPD.GHED.PC.CD,97.48945025,138.72900979,144.30614657,133.96567474,..,..
Eswatini,SWZ,Domestic private health expenditure (% of current health expenditure),SH.XPD.PVTD.CH.ZS,25.62447548,25.50858307,22.07640648,23.14836884,..,..
Eswatini,SWZ,Domestic private health expenditure per capita (current US$),SH.XPD.PVTD.PC.CD,59.86777999,69.73609034,65.81394557,61.12445428,..,..
Eswatini,SWZ,Urban population,SP.URB.TOTL,261332,265736,270422,275334,280423,285695
Ethiopia,ETH,Current health expenditure (% of GDP),SH.XPD.CHEX.GD.ZS,3.60033059,3.45336151,3.30818701,3.23808599,..,..
Ethiopia,ETH,Current health expenditure per capita (current US$),SH.XPD.CHEX.PC.CD,25.07559586,24.92481232,24.29408836,26.74220467,..,..
Ethiopia,ETH,Domestic general government health expenditure (% of GDP),SH.XPD.GHED.GD.ZS,0.90002781,0.86126679,0.77089483,0.73514652,..,..
Ethiopia,ETH,Domestic general government health expenditure per capita (current US$),SH.XPD.GHED.PC.CD,6.26851668,6.21623727,5.66116337,6.07131503,..,..
Ethiopia,ETH,Domestic private health expenditure (% of current health expenditure),SH.XPD.PVTD.CH.ZS,54.76727295,39.70265961,40.59890366,43.19190979,..,..
Ethiopia,ETH,Domestic private health expenditure per capita (current US$),SH.XPD.PVTD.PC.CD,13.73321919,9.89581332,9.86313314,11.55046904,..,..
Ethiopia,ETH,Urban population,SP.URB.TOTL,20581864,21609825,22678264,23788710,24941349,26137874
Faroe Islands,FRO,Current health expenditure (% of GDP),SH.XPD.CHEX.GD.ZS,..,..,..,..,..,..
Faroe Islands,FRO,Current health expenditure per capita (current US$),SH.XPD.CHEX.PC.CD,..,..,..,..,..,..
Faroe Islands,FRO,Domestic general government health expenditure (% of GDP),SH.XPD.GHED.GD.ZS,..,..,..,..,..,..
Faroe Islands,FRO,Domestic general government health expenditure per capita (current US$),SH.XPD.GHED.PC.CD,..,..,..,..,..,..
Faroe Islands,FRO,Domestic private health expenditure (% of current health expenditure),SH.XPD.PVTD.CH.ZS,..,..,..,..,..,..
Faroe Islands,FRO,Domestic private health expenditure per capita (current US$),SH.XPD.PVTD.PC.CD,..,..,..,..,..,..
Faroe Islands,FRO,Urban population,SP.URB.TOTL,20125,20255,20400,20554,20718,20888
Fiji,FJI,Current health expenditure (% of GDP),SH.XPD.CHEX.GD.ZS,3.27979708,3.18689561,3.42045617,3.81607008,..,..
Fiji,FJI,Current health expenditure per capita (current US$),SH.XPD.CHEX.PC.CD,185.34675598,194.43666077,216.09642029,235.67501831,..,..
Fiji,FJI,Domestic general government health expenditure (% of GDP),SH.XPD.GHED.GD.ZS,2.09586525,2.11070943,2.31982136,2.49526525,..,..
Fiji,FJI,Domestic general government health expenditure per capita (current US$),SH.XPD.GHED.PC.CD,118.4408061,128.77714138,146.56089383,154.1040088,..,..
Fiji,FJI,Domestic private health expenditure (% of current health expenditure),SH.XPD.PVTD.CH.ZS,33.00947952,31.44372368,29.98706436,27.40017128,..,..
Fiji,FJI,Domestic private health expenditure per capita (current US$),SH.XPD.PVTD.PC.CD,61.18199781,61.13812646,64.79284641,64.5753553,..,..
Fiji,FJI,Urban population,SP.URB.TOTL,481873,489114,496945,505049,513187,521334
Finland,FIN,Current health expenditure (% of GDP),SH.XPD.CHEX.GD.ZS,9.37796021,9.12670135,9.03608513,9.15348339,..,..
Finland,FIN,Current health expenditure per capita (current US$),SH.XPD.CHEX.PC.CD,4107.06298828,4233.46826172,4515.67724609,4450.30273438,..,..
Finland,FIN,Domestic general government health expenditure (% of GDP),SH.XPD.GHED.GD.ZS,7.29918051,7.11996555,7.09846258,7.33806992,..,..
Finland,FIN,Domestic general government health expenditure per capita (current US$),SH.XPD.GHED.PC.CD,3196.66439938,3302.63341249,3547.37301349,3567.67296773,..,..
Finland,FIN,Domestic private health expenditure (% of current health expenditure),SH.XPD.PVTD.CH.ZS,22.16519737,21.98470306,21.43918419,19.82653046,..,..
Finland,FIN,Domestic private health expenditure per capita (current US$),SH.XPD.PVTD.PC.CD,910.33857848,930.71550891,968.12430858,882.34064799,..,..
Finland,FIN,Urban population,SP.URB.TOTL,4686120,4699884,4709266,4717991,4728699,4743470
France,FRA,Current health expenditure (% of GDP),SH.XPD.CHEX.GD.ZS,11.47163677,11.33276176,11.18583012,11.05747223,..,..
France,FRA,Current health expenditure per capita (current US$),SH.XPD.CHEX.PC.CD,4257.14990234,4402.07958984,4657.75292969,4491.73535156,..,..
France,FRA,Domestic general government health expenditure (% of GDP),SH.XPD.GHED.GD.ZS,8.61875916,8.59649086,8.49391079,8.32757092,..,..
France,FRA,Domestic general government health expenditure per capita (current US$),SH.XPD.GHED.PC.CD,3198.44076509,3339.20692284,3536.84388269,3382.80270974,..,..
France,FRA,Domestic private health expenditure (% of current health expenditure),SH.XPD.PVTD.CH.ZS,24.86898041,24.14480972,24.06545639,24.68828201,..,..
France,FRA,Domestic private health expenditure per capita (current US$),SH.XPD.PVTD.PC.CD,1058.70996856,1062.87405691,1120.90957105,1108.93216752,..,..
France,FRA,Urban population,SP.URB.TOTL,53323902,53654868,53979477,54275936,54560881,54837816
French Polynesia,PYF,Current health expenditure (% of GDP),SH.XPD.CHEX.GD.ZS,..,..,..,..,..,..
French Polynesia,PYF,Current health expenditure per capita (current US$),SH.XPD.CHEX.PC.CD,..,..,..,..,..,..
French Polynesia,PYF,Domestic general government health expenditure (% of GDP),SH.XPD.GHED.GD.ZS,..,..,..,..,..,..
French Polynesia,PYF,Domestic general government health expenditure per capita (current US$),SH.XPD.GHED.PC.CD,..,..,..,..,..,..
French Polynesia,PYF,Domestic private health expenditure (% of current health expenditure),SH.XPD.PVTD.CH.ZS,..,..,..,..,..,..
French Polynesia,PYF,Domestic private health expenditure per capita (current US$),SH.XPD.PVTD.PC.CD,..,..,..,..,..,..
French Polynesia,PYF,Urban population,SP.URB.TOTL,169507,170591,171696,172869,174090,175358
Gabon,GAB,Current health expenditure (% of GDP),SH.XPD.CHEX.GD.ZS,3.10769749,2.78068829,2.74500299,2.76836205,..,..
Gabon,GAB,Current health expenditure per capita (current US$),SH.XPD.CHEX.PC.CD,217.0552063,201.05853271,218.47528076,215.01914978,..,..
Gabon,GAB,Domestic general government health expenditure (% of GDP),SH.XPD.GHED.GD.ZS,2.01055026,1.759763,1.60853457,1.66962504,..,..
Gabon,GAB,Domestic general government health expenditure per capita (current US$),SH.XPD.GHED.PC.CD,140.42562596,127.24021296,128.02356787,129.68005056,..,..
Gabon,GAB,Domestic private health expenditure (% of current health expenditure),SH.XPD.PVTD.CH.ZS,34.61646271,36.10660172,40.17887878,39.1208992,..,..
Gabon,GAB,Domestic private health expenditure per capita (current US$),SH.XPD.PVTD.PC.CD,75.13682554,72.5954011,87.78091835,84.11741849,..,..
Gabon,GAB,Urban population,SP.URB.TOTL,1778160,1837187,1893996,1949693,2005203,2060586
"Gambia, The",GMB,Current health expenditure (% of GDP),SH.XPD.CHEX.GD.ZS,3.68266177,4.14472675,4.8878727,3.82171082,..,..
"Gambia, The",GMB,Current health expenditure per capita (current US$),SH.XPD.CHEX.PC.CD,25.43909264,28.17404747,35.81452942,29.72580338,..,..
"Gambia, The",GMB,Domestic general government health expenditure (% of GDP),SH.XPD.GHED.GD.ZS,1.2897681,1.06097889,1.0711875,1.04134357,..,..
"Gambia, The",GMB,Domestic general government health expenditure per capita (current US$),SH.XPD.GHED.PC.CD,8.90946057,7.21207259,7.84882874,8.09971751,..,..
"Gambia, The",GMB,Domestic private health expenditure (% of current health expenditure),SH.XPD.PVTD.CH.ZS,28.55385017,25.57302475,21.95143509,27.48450851,..,..
"Gambia, The",GMB,Domestic private health expenditure per capita (current US$),SH.XPD.PVTD.PC.CD,7.26383978,7.20495608,7.86180341,8.16999108,..,..
"Gambia, The",GMB,Urban population,SP.URB.TOTL,1287718,1341601,1397012,1453952,1512397,1572291
Georgia,GEO,Current health expenditure (% of GDP),SH.XPD.CHEX.GD.ZS,7.99670744,7.05804443,7.11329746,6.65744257,..,..
Georgia,GEO,Current health expenditure per capita (current US$),SH.XPD.CHEX.PC.CD,301.54577637,285.98770142,312.74691772,291.12203979,..,..
Georgia,GEO,Domestic general government health expenditure (% of GDP),SH.XPD.GHED.GD.ZS,2.93001461,2.62671113,2.80701351,2.7172761,..,..
Georgia,GEO,Domestic general government health expenditure per capita (current US$),SH.XPD.GHED.PC.CD,110.48717408,106.43275726,123.41461114,118.8232549,..,..
Georgia,GEO,Domestic private health expenditure (% of current health expenditure),SH.XPD.PVTD.CH.ZS,61.10199738,60.40447235,60.00317764,58.65617371,..,..
Georgia,GEO,Domestic private health expenditure per capita (current US$),SH.XPD.PVTD.PC.CD,184.25051601,172.75491989,187.65808063,170.76104043,..,..
Georgia,GEO,Urban population,SP.URB.TOTL,2155877,2170854,2184950,2196346,2213266,2220419
Germany,DEU,Current health expenditure (% of GDP),SH.XPD.CHEX.GD.ZS,11.23563671,11.32935143,11.45038891,11.69724941,..,..
Germany,DEU,Current health expenditure per capita (current US$),SH.XPD.CHEX.PC.CD,4744.22949219,5055.82128906,5481.98730469,5440.25146484,..,..
Germany,DEU,Domestic general government health expenditure (% of GDP),SH.XPD.GHED.GD.ZS,8.68237877,8.80528641,8.88178158,9.09177876,..,..
Germany,DEU,Domestic general government health expenditure per capita (current US$),SH.XPD.GHED.PC.CD,3666.12057286,3929.43540244,4252.24100183,4228.47802482,..,..
Germany,DEU,Domestic private health expenditure (% of current health expenditure),SH.XPD.PVTD.CH.ZS,22.72463989,22.27872086,22.4324913,22.27397156,..,..
Germany,DEU,Domestic private health expenditure per capita (current US$),SH.XPD.PVTD.PC.CD,1078.10911714,1126.37243908,1229.74634611,1211.7600636,..,..
Germany,DEU,Urban population,SP.URB.TOTL,63592936,63861626,64096118,64294010,64410589,64461773
Ghana,GHA,Current health expenditure (% of GDP),SH.XPD.CHEX.GD.ZS,3.46157742,3.35796332,3.48865867,3.41858864,..,..
Ghana,GHA,Current health expenditure per capita (current US$),SH.XPD.CHEX.PC.CD,66.85624695,68.02945709,76.83074188,75.28166199,..,..
Ghana,GHA,Domestic general government health expenditure (% of GDP),SH.XPD.GHED.GD.ZS,1.32770717,1.08722985,1.37648439,1.3756671,..,..
Ghana,GHA,Domestic general government health expenditure per capita (current US$),SH.XPD.GHED.PC.CD,25.64308184,22.02634508,30.31431857,30.29393762,..,..
Ghana,GHA,Domestic private health expenditure (% of current health expenditure),SH.XPD.PVTD.CH.ZS,48.84697342,54.10625839,49.5219841,48.48457718,..,..
Ghana,GHA,Domestic private health expenditure per capita (current US$),SH.XPD.PVTD.PC.CD,32.65725197,36.80819195,38.04810573,36.49999348,..,..
Ghana,GHA,Urban population,SP.URB.TOTL,15593581,16135330,16687441,17249055,17820023,18399874
Gibraltar,GIB,Current health expenditure (% of GDP),SH.XPD.CHEX.GD.ZS,..,..,..,..,..,..
Gibraltar,GIB,Current health expenditure per capita (current US$),SH.XPD.CHEX.PC.CD,..,..,..,..,..,..
Gibraltar,GIB,Domestic general government health expenditure (% of GDP),SH.XPD.GHED.GD.ZS,..,..,..,..,..,..
Gibraltar,GIB,Domestic general government health expenditure per capita (current US$),SH.XPD.GHED.PC.CD,..,..,..,..,..,..
Gibraltar,GIB,Domestic private health expenditure (% of current health expenditure),SH.XPD.PVTD.CH.ZS,..,..,..,..,..,..
Gibraltar,GIB,Domestic private health expenditure per capita (current US$),SH.XPD.PVTD.PC.CD,..,..,..,..,..,..
Gibraltar,GIB,Urban population,SP.URB.TOTL,33738,33723,33715,33706,33691,33691
Greece,GRC,Current health expenditure (% of GDP),SH.XPD.CHEX.GD.ZS,8.32109451,8.10309219,7.95876884,7.83788586,..,..
Greece,GRC,Current health expenditure per capita (current US$),SH.XPD.CHEX.PC.CD,1488.19812012,1505.94592285,1572.6842041,1500.5949707,..,..
Greece,GRC,Domestic general government health expenditure (% of GDP),SH.XPD.GHED.GD.ZS,4.33708858,4.22217941,4.1116519,3.77202368,..,..
Greece,GRC,Domestic general government health expenditure per capita (current US$),SH.XPD.GHED.PC.CD,775.67285061,784.68483166,812.47862476,722.16916245,..,..
Greece,GRC,Domestic private health expenditure (% of current health expenditure),SH.XPD.PVTD.CH.ZS,47.61849976,47.71497726,48.20226288,51.7366066,..,..
Greece,GRC,Domestic private health expenditure per capita (current US$),SH.XPD.PVTD.PC.CD,708.65762981,718.56172695,758.06937507,776.35690176,..,..
Greece,GRC,Urban population,SP.URB.TOTL,8446960,8466513,8485202,8511650,8529948,8535707
Greenland,GRL,Current health expenditure (% of GDP),SH.XPD.CHEX.GD.ZS,..,..,..,..,..,..
Greenland,GRL,Current health expenditure per capita (current US$),SH.XPD.CHEX.PC.CD,..,..,..,..,..,..
Greenland,GRL,Domestic general government health expenditure (% of GDP),SH.XPD.GHED.GD.ZS,..,..,..,..,..,..
Greenland,GRL,Domestic general government health expenditure per capita (current US$),SH.XPD.GHED.PC.CD,..,..,..,..,..,..
Greenland,GRL,Domestic private health expenditure (% of current health expenditure),SH.XPD.PVTD.CH.ZS,..,..,..,..,..,..
Greenland,GRL,Domestic private health expenditure per capita (current US$),SH.XPD.PVTD.PC.CD,..,..,..,..,..,..
Greenland,GRL,Urban population,SP.URB.TOTL,48503,48629,48637,48945,49198,49575
Grenada,GRD,Current health expenditure (% of GDP),SH.XPD.CHEX.GD.ZS,4.43910027,4.65701056,4.57647324,4.96524,..,..
Grenada,GRD,Current health expenditure per capita (current US$),SH.XPD.CHEX.PC.CD,427.35168457,472.76403809,479.81176758,534.27441406,..,..
Grenada,GRD,Domestic general government health expenditure (% of GDP),SH.XPD.GHED.GD.ZS,1.76571214,1.88796353,1.86228776,2.05514193,..,..
Grenada,GRD,Domestic general government health expenditure per capita (current US$),SH.XPD.GHED.PC.CD,169.98492355,191.65971517,195.24805783,221.13929997,..,..
Grenada,GRD,Domestic private health expenditure (% of current health expenditure),SH.XPD.PVTD.CH.ZS,59.9392662,59.2580986,59.0436058,58.51715851,..,..
Grenada,GRD,Domestic private health expenditure per capita (current US$),SH.XPD.PVTD.PC.CD,256.1514786,280.15097117,283.29814396,312.64220611,..,..
Grenada,GRD,Urban population,SP.URB.TOTL,39774,40096,40425,40764,41111,41470
Guam,GUM,Current health expenditure (% of GDP),SH.XPD.CHEX.GD.ZS,..,..,..,..,..,..
Guam,GUM,Current health expenditure per capita (current US$),SH.XPD.CHEX.PC.CD,..,..,..,..,..,..
Guam,GUM,Domestic general government health expenditure (% of GDP),SH.XPD.GHED.GD.ZS,..,..,..,..,..,..
Guam,GUM,Domestic general government health expenditure per capita (current US$),SH.XPD.GHED.PC.CD,..,..,..,..,..,..
Guam,GUM,Domestic private health expenditure (% of current health expenditure),SH.XPD.PVTD.CH.ZS,..,..,..,..,..,..
Guam,GUM,Domestic private health expenditure per capita (current US$),SH.XPD.PVTD.PC.CD,..,..,..,..,..,..
Guam,GUM,Urban population,SP.URB.TOTL,154177,155572,157117,158694,160239,161700
Guatemala,GTM,Current health expenditure (% of GDP),SH.XPD.CHEX.GD.ZS,6.07008219,6.13921785,6.12415409,6.21161032,..,..
Guatemala,GTM,Current health expenditure per capita (current US$),SH.XPD.CHEX.PC.CD,241.78253174,259.9125061,259.62017822,271.02127075,..,..
Guatemala,GTM,Domestic general government health expenditure (% of GDP),SH.XPD.GHED.GD.ZS,2.28762269,2.2005887,2.20523524,2.38681698,..,..
Guatemala,GTM,Domestic general government health expenditure per capita (current US$),SH.XPD.GHED.PC.CD,91.12022206,93.16503031,93.48613757,104.14016955,..,..
Guatemala,GTM,Domestic private health expenditure (% of current health expenditure),SH.XPD.PVTD.CH.ZS,60.66624451,63.07293701,62.30887604,60.70773697,..,..
Guatemala,GTM,Domestic private health expenditure per capita (current US$),SH.XPD.PVTD.PC.CD,146.68039344,163.93444264,161.76640853,164.53087038,..,..
Guatemala,GTM,Urban population,SP.URB.TOTL,7964335,8153103,8345772,8540945,8738685,8938987
Guinea,GIN,Current health expenditure (% of GDP),SH.XPD.CHEX.GD.ZS,5.39708233,3.91060591,3.63913226,3.98389959,..,..
Guinea,GIN,Current health expenditure per capita (current US$),SH.XPD.CHEX.PC.CD,39.52141953,33.49687195,35.70616531,43.03782272,..,..
Guinea,GIN,Domestic general government health expenditure (% of GDP),SH.XPD.GHED.GD.ZS,0.66376048,0.59996831,0.60100216,0.89733303,..,..
Guinea,GIN,Domestic general government health expenditure per capita (current US$),SH.XPD.GHED.PC.CD,4.86054411,5.13911695,5.89686852,9.69383403,..,..
Guinea,GIN,Domestic private health expenditure (% of current health expenditure),SH.XPD.PVTD.CH.ZS,60.46853638,75.16259003,72.6920929,66.67956543,..,..
Guinea,GIN,Domestic private health expenditure per capita (current US$),SH.XPD.PVTD.PC.CD,23.89802429,25.17711581,25.95555867,28.69743497,..,..
Guinea,GIN,Urban population,SP.URB.TOTL,4162449,4319326,4486525,4661505,4842717,5029610
Guinea-Bissau,GNB,Current health expenditure (% of GDP),SH.XPD.CHEX.GD.ZS,8.32881451,7.00049543,7.62560892,8.34976101,..,..
Guinea-Bissau,GNB,Current health expenditure per capita (current US$),SH.XPD.CHEX.PC.CD,58.17870712,56.28972626,61.23582077,62.57557678,..,..
Guinea-Bissau,GNB,Domestic general government health expenditure (% of GDP),SH.XPD.GHED.GD.ZS,0.48464295,0.49838862,0.55349988,0.53241199,..,..
Guinea-Bissau,GNB,Domestic general government health expenditure per capita (current US$),SH.XPD.GHED.PC.CD,3.38534346,4.00745354,4.44476206,3.99005316,..,..
Guinea-Bissau,GNB,Domestic private health expenditure (% of current health expenditure),SH.XPD.PVTD.CH.ZS,67.4863739,71.71472168,66.99184418,68.29944611,..,..
Guinea-Bissau,GNB,Domestic private health expenditure per capita (current US$),SH.XPD.PVTD.PC.CD,39.26269868,40.36802231,41.02300317,42.73877524,..,..
Guinea-Bissau,GNB,Urban population,SP.URB.TOTL,758123,785097,812698,840920,869776,899251
Guyana,GUY,Current health expenditure (% of GDP),SH.XPD.CHEX.GD.ZS,4.01842117,4.31911182,4.90492487,4.93048668,..,..
Guyana,GUY,Current health expenditure per capita (current US$),SH.XPD.CHEX.PC.CD,233.52494812,264.54226685,301.44827271,325.88516235,..,..
Guyana,GUY,Domestic general government health expenditure (% of GDP),SH.XPD.GHED.GD.ZS,2.5319159,2.79179382,2.95149136,2.93101764,..,..
Guyana,GUY,Domestic general government health expenditure per capita (current US$),SH.XPD.GHED.PC.CD,147.13875481,170.99520085,181.39357569,193.72834493,..,..
Guyana,GUY,Domestic private health expenditure (% of current health expenditure),SH.XPD.PVTD.CH.ZS,32.53943253,31.34976578,36.66505051,37.86107635,..,..
Guyana,GUY,Domestic private health expenditure per capita (current US$),SH.XPD.PVTD.PC.CD,75.98768804,82.93337907,110.52615229,123.38361809,..,..
Guyana,GUY,Urban population,SP.URB.TOTL,204272,205727,207263,208915,210688,212575
Haiti,HTI,Current health expenditure (% of GDP),SH.XPD.CHEX.GD.ZS,4.90023947,4.78747177,4.57474232,4.72808981,..,..
Haiti,HTI,Current health expenditure per capita (current US$),SH.XPD.CHEX.PC.CD,59.13440323,62.79301834,63.13831329,56.99440002,..,..
Haiti,HTI,Domestic general government health expenditure (% of GDP),SH.XPD.GHED.GD.ZS,0.53998089,0.56357861,0.55767161,0.52095848,..,..
Haiti,HTI,Domestic general government health expenditure per capita (current US$),SH.XPD.GHED.PC.CD,6.51630312,7.39196048,7.69670437,6.2798543,..,..
Haiti,HTI,Domestic private health expenditure (% of current health expenditure),SH.XPD.PVTD.CH.ZS,39.5484848,44.76166153,49.69759369,48.51952744,..,..
Haiti,HTI,Domestic private health expenditure per capita (current US$),SH.XPD.PVTD.PC.CD,23.38676135,28.10719836,31.37822167,27.65341349,..,..
Haiti,HTI,Urban population,SP.URB.TOTL,5788114,5968477,6148673,6328949,6509478,6690021
Honduras,HND,Current health expenditure (% of GDP),SH.XPD.CHEX.GD.ZS,7.69098616,6.98996687,7.21891975,7.2839179,..,..
Honduras,HND,Current health expenditure per capita (current US$),SH.XPD.CHEX.PC.CD,180.16775513,171.51489258,180.88980103,187.55433655,..,..
Honduras,HND,Domestic general government health expenditure (% of GDP),SH.XPD.GHED.GD.ZS,3.07464957,2.83728838,2.83169007,2.85265684,..,..
Honduras,HND,Domestic general government health expenditure per capita (current US$),SH.XPD.GHED.PC.CD,72.02622585,69.61938581,70.95574395,73.45335214,..,..
Honduras,HND,Domestic private health expenditure (% of current health expenditure),SH.XPD.PVTD.CH.ZS,55.05361557,55.70733643,57.80696869,58.18896484,..,..
Honduras,HND,Domestic private health expenditure per capita (current US$),SH.XPD.PVTD.PC.CD,99.18885959,95.54637632,104.56690948,109.13592945,..,..
Honduras,HND,Urban population,SP.URB.TOTL,5174308,5323340,5474092,5626432,5780230,5935355
"Hong Kong SAR, China",HKG,Current health expenditure (% of GDP),SH.XPD.CHEX.GD.ZS,..,..,..,..,..,..
"Hong Kong SAR, China",HKG,Current health expenditure per capita (current US$),SH.XPD.CHEX.PC.CD,..,..,..,..,..,..
"Hong Kong SAR, China",HKG,Domestic general government health expenditure (% of GDP),SH.XPD.GHED.GD.ZS,..,..,..,..,..,..
"Hong Kong SAR, China",HKG,Domestic general government health expenditure per capita (current US$),SH.XPD.GHED.PC.CD,..,..,..,..,..,..
"Hong Kong SAR, China",HKG,Domestic private health expenditure (% of current health expenditure),SH.XPD.PVTD.CH.ZS,..,..,..,..,..,..
"Hong Kong SAR, China",HKG,Domestic private health expenditure per capita (current US$),SH.XPD.PVTD.PC.CD,..,..,..,..,..,..
"Hong Kong SAR, China",HKG,Urban population,SP.URB.TOTL,7336600,7393200,7452600,7507900,7481000,7413100
Hungary,HUN,Current health expenditure (% of GDP),SH.XPD.CHEX.GD.ZS,6.99535179,6.75595856,6.54620171,6.35002232,..,..
Hungary,HUN,Current health expenditure per capita (current US$),SH.XPD.CHEX.PC.CD,914.19354248,985.79901123,1074.01757813,1062.39416504,..,..
Hungary,HUN,Domestic general government health expenditure (% of GDP),SH.XPD.GHED.GD.ZS,4.73662853,4.617239,4.55338621,4.31688643,..,..
Hungary,HUN,Domestic general government health expenditure per capita (current US$),SH.XPD.GHED.PC.CD,619.01030946,673.72670328,747.06176731,722.23915974,..,..
Hungary,HUN,Domestic private health expenditure (% of current health expenditure),SH.XPD.PVTD.CH.ZS,32.28891373,31.65678978,30.44231606,32.01777649,..,..
Hungary,HUN,Domestic private health expenditure per capita (current US$),SH.XPD.PVTD.PC.CD,295.18315514,312.07233995,326.95581512,340.15499536,..,..
Hungary,HUN,Urban population,SP.URB.TOTL,6946267,6955524,6974963,7000436,7014452,7014907
Iceland,ISL,Current health expenditure (% of GDP),SH.XPD.CHEX.GD.ZS,8.09714699,8.30908108,8.44292068,8.63868046,..,..
Iceland,ISL,Current health expenditure per capita (current US$),SH.XPD.CHEX.PC.CD,5068.10009766,6144.54638672,6565.87939453,6274.95947266,..,..
Iceland,ISL,Domestic general government health expenditure (% of GDP),SH.XPD.GHED.GD.ZS,6.59988451,6.81069565,6.9625082,7.16049767,..,..
Iceland,ISL,Domestic general government health expenditure per capita (current US$),SH.XPD.GHED.PC.CD,4130.94591847,5036.49359629,5414.59365441,5201.23737498,..,..
Iceland,ISL,Domestic private health expenditure (% of current health expenditure),SH.XPD.PVTD.CH.ZS,18.49123764,18.03311348,17.53437042,17.11121368,..,..
Iceland,ISL,Domestic private health expenditure per capita (current US$),SH.XPD.PVTD.PC.CD,937.15450904,1108.0529933,1151.28561304,1073.72160969,..,..
Iceland,ISL,Urban population,SP.URB.TOTL,314424,322016,330898,338406,344101,349749
India,IND,Current health expenditure (% of GDP),SH.XPD.CHEX.GD.ZS,3.50430417,2.93597651,2.95175385,3.0141468,..,..
India,IND,Current health expenditure per capita (current US$),SH.XPD.CHEX.PC.CD,60.60255051,57.55659103,60.26567459,63.74832153,..,..
India,IND,Domestic general government health expenditure (% of GDP),SH.XPD.GHED.GD.ZS,0.94049966,0.96734679,0.8878178,0.9882924,..,..
India,IND,Domestic general government health expenditure per capita (current US$),SH.XPD.GHED.PC.CD,16.26476444,18.96377172,18.12649097,20.90209403,..,..
India,IND,Domestic private health expenditure (% of current health expenditure),SH.XPD.PVTD.CH.ZS,72.51978302,66.46324158,69.08188629,66.37770081,..,..
